arrival_rate_per_s,typing,type_count,parent_type,child_type,eligible_parent_events,direct_child_events,B_entry
0.5,spatial_16,16,15,15,0,0,0.0
0.5,root_gate_control,16,0,0,10,5,0.5
0.5,root_gate_control,16,0,1,10,0,0.0
0.5,root_gate_control,16,0,2,10,0,0.0
0.5,root_gate_control,16,0,3,10,0,0.0
0.5,root_gate_control,16,0,4,10,0,0.0
0.5,root_gate_control,16,0,5,10,0,0.0
0.5,root_gate_control,16,0,6,10,0,0.0
0.5,root_gate_control,16,0,7,10,0,0.0
0.5,root_gate_control,16,0,8,10,0,0.0
0.5,root_gate_control,16,0,9,10,0,0.0
0.5,root_gate_control,16,0,10,10,0,0.0
0.5,root_gate_control,16,0,11,10,0,0.0
0.5,root_gate_control,16,0,12,10,0,0.0
0.5,root_gate_control,16,0,13,10,0,0.0
0.5,root_gate_control,16,0,14,10,0,0.0
0.5,root_gate_control,16,0,15,10,0,0.0
0.5,root_gate_control,16,1,0,27,0,0.0
0.5,root_gate_control,16,1,1,27,18,0.6666666666666666
0.5,root_gate_control,16,1,2,27,0,0.0
0.5,root_gate_control,16,1,3,27,0,0.0
0.5,root_gate_control,16,1,4,27,0,0.0
0.5,root_gate_control,16,1,5,27,0,0.0
0.5,root_gate_control,16,1,6,27,0,0.0
0.5,root_gate_control,16,1,7,27,0,0.0
0.5,root_gate_control,16,1,8,27,0,0.0
0.5,root_gate_control,16,1,9,27,0,0.0
0.5,root_gate_control,16,1,10,27,0,0.0
0.5,root_gate_control,16,1,11,27,0,0.0
0.5,root_gate_control,16,1,12,27,0,0.0
0.5,root_gate_control,16,1,13,27,0,0.0
0.5,root_gate_control,16,1,14,27,0,0.0
0.5,root_gate_control,16,1,15,27,0,0.0
0.5,root_gate_control,16,2,0,20,0,0.0
0.5,root_gate_control,16,2,1,20,0,0.0
0.5,root_gate_control,16,2,2,20,16,0.8
0.5,root_gate_control,16,2,3,20,0,0.0
0.5,root_gate_control,16,2,4,20,0,0.0
0.5,root_gate_control,16,2,5,20,0,0.0
0.5,root_gate_control,16,2,6,20,0,0.0
0.5,root_gate_control,16,2,7,20,0,0.0
0.5,root_gate_control,16,2,8,20,0,0.0
0.5,root_gate_control,16,2,9,20,0,0.0
0.5,root_gate_control,16,2,10,20,0,0.0
0.5,root_gate_control,16,2,11,20,0,0.0
0.5,root_gate_control,16,2,12,20,0,0.0
0.5,root_gate_control,16,2,13,20,0,0.0
0.5,root_gate_control,16,2,14,20,0,0.0
0.5,root_gate_control,16,2,15,20,0,0.0
0.5,root_gate_control,16,3,0,40,0,0.0
0.5,root_gate_control,16,3,1,40,0,0.0
0.5,root_gate_control,16,3,2,40,0,0.0
0.5,root_gate_control,16,3,3,40,34,0.85
0.5,root_gate_control,16,3,4,40,0,0.0
0.5,root_gate_control,16,3,5,40,0,0.0
0.5,root_gate_control,16,3,6,40,0,0.0
0.5,root_gate_control,16,3,7,40,0,0.0
0.5,root_gate_control,16,3,8,40,0,0.0
0.5,root_gate_control,16,3,9,40,0,0.0
0.5,root_gate_control,16,3,10,40,0,0.0
0.5,root_gate_control,16,3,11,40,0,0.0
0.5,root_gate_control,16,3,12,40,0,0.0
0.5,root_gate_control,16,3,13,40,0,0.0
0.5,root_gate_control,16,3,14,40,0,0.0
0.5,root_gate_control,16,3,15,40,0,0.0
0.5,root_gate_control,16,4,0,46,0,0.0
0.5,root_gate_control,16,4,1,46,0,0.0
0.5,root_gate_control,16,4,2,46,0,0.0
0.5,root_gate_control,16,4,3,46,0,0.0
0.5,root_gate_control,16,4,4,46,40,0.8695652173913043
0.5,root_gate_control,16,4,5,46,0,0.0
0.5,root_gate_control,16,4,6,46,0,0.0
0.5,root_gate_control,16,4,7,46,0,0.0
0.5,root_gate_control,16,4,8,46,0,0.0
0.5,root_gate_control,16,4,9,46,0,0.0
0.5,root_gate_control,16,4,10,46,0,0.0
0.5,root_gate_control,16,4,11,46,0,0.0
0.5,root_gate_control,16,4,12,46,0,0.0
0.5,root_gate_control,16,4,13,46,0,0.0
0.5,root_gate_control,16,4,14,46,0,0.0
0.5,root_gate_control,16,4,15,46,0,0.0
0.5,root_gate_control,16,5,0,86,0,0.0
0.5,root_gate_control,16,5,1,86,0,0.0
0.5,root_gate_control,16,5,2,86,0,0.0
0.5,root_gate_control,16,5,3,86,0,0.0
0.5,root_gate_control,16,5,4,86,0,0.0
0.5,root_gate_control,16,5,5,86,76,0.8837209302325582
0.5,root_gate_control,16,5,6,86,0,0.0
0.5,root_gate_control,16,5,7,86,0,0.0
0.5,root_gate_control,16,5,8,86,0,0.0
0.5,root_gate_control,16,5,9,86,0,0.0
0.5,root_gate_control,16,5,10,86,0,0.0
0.5,root_gate_control,16,5,11,86,0,0.0
0.5,root_gate_control,16,5,12,86,0,0.0
0.5,root_gate_control,16,5,13,86,0,0.0
0.5,root_gate_control,16,5,14,86,0,0.0
0.5,root_gate_control,16,5,15,86,0,0.0
0.5,root_gate_control,16,6,0,20,0,0.0
0.5,root_gate_control,16,6,1,20,0,0.0
0.5,root_gate_control,16,6,2,20,0,0.0
0.5,root_gate_control,16,6,3,20,0,0.0
0.5,root_gate_control,16,6,4,20,0,0.0
0.5,root_gate_control,16,6,5,20,0,0.0
0.5,root_gate_control,16,6,6,20,16,0.8
0.5,root_gate_control,16,6,7,20,0,0.0
0.5,root_gate_control,16,6,8,20,0,0.0
0.5,root_gate_control,16,6,9,20,0,0.0
0.5,root_gate_control,16,6,10,20,0,0.0
0.5,root_gate_control,16,6,11,20,0,0.0
0.5,root_gate_control,16,6,12,20,0,0.0
0.5,root_gate_control,16,6,13,20,0,0.0
0.5,root_gate_control,16,6,14,20,0,0.0
0.5,root_gate_control,16,6,15,20,0,0.0
0.5,root_gate_control,16,7,0,29,0,0.0
0.5,root_gate_control,16,7,1,29,0,0.0
0.5,root_gate_control,16,7,2,29,0,0.0
0.5,root_gate_control,16,7,3,29,0,0.0
0.5,root_gate_control,16,7,4,29,0,0.0
0.5,root_gate_control,16,7,5,29,0,0.0
0.5,root_gate_control,16,7,6,29,0,0.0
0.5,root_gate_control,16,7,7,29,25,0.8620689655172413
0.5,root_gate_control,16,7,8,29,0,0.0
0.5,root_gate_control,16,7,9,29,0,0.0
0.5,root_gate_control,16,7,10,29,0,0.0
0.5,root_gate_control,16,7,11,29,0,0.0
0.5,root_gate_control,16,7,12,29,0,0.0
0.5,root_gate_control,16,7,13,29,0,0.0
0.5,root_gate_control,16,7,14,29,0,0.0
0.5,root_gate_control,16,7,15,29,0,0.0
0.5,root_gate_control,16,8,0,62,0,0.0
0.5,root_gate_control,16,8,1,62,0,0.0
0.5,root_gate_control,16,8,2,62,0,0.0
0.5,root_gate_control,16,8,3,62,0,0.0
0.5,root_gate_control,16,8,4,62,0,0.0
0.5,root_gate_control,16,8,5,62,0,0.0
0.5,root_gate_control,16,8,6,62,0,0.0
0.5,root_gate_control,16,8,7,62,0,0.0
0.5,root_gate_control,16,8,8,62,54,0.8709677419354839
0.5,root_gate_control,16,8,9,62,0,0.0
0.5,root_gate_control,16,8,10,62,0,0.0
0.5,root_gate_control,16,8,11,62,0,0.0
0.5,root_gate_control,16,8,12,62,0,0.0
0.5,root_gate_control,16,8,13,62,0,0.0
0.5,root_gate_control,16,8,14,62,0,0.0
0.5,root_gate_control,16,8,15,62,0,0.0
0.5,root_gate_control,16,9,0,54,0,0.0
0.5,root_gate_control,16,9,1,54,0,0.0
0.5,root_gate_control,16,9,2,54,0,0.0
0.5,root_gate_control,16,9,3,54,0,0.0
0.5,root_gate_control,16,9,4,54,0,0.0
0.5,root_gate_control,16,9,5,54,0,0.0
0.5,root_gate_control,16,9,6,54,0,0.0
0.5,root_gate_control,16,9,7,54,0,0.0
0.5,root_gate_control,16,9,8,54,0,0.0
0.5,root_gate_control,16,9,9,54,49,0.9074074074074074
0.5,root_gate_control,16,9,10,54,0,0.0
0.5,root_gate_control,16,9,11,54,0,0.0
0.5,root_gate_control,16,9,12,54,0,0.0
0.5,root_gate_control,16,9,13,54,0,0.0
0.5,root_gate_control,16,9,14,54,0,0.0
0.5,root_gate_control,16,9,15,54,0,0.0
0.5,root_gate_control,16,10,0,59,0,0.0
0.5,root_gate_control,16,10,1,59,0,0.0
0.5,root_gate_control,16,10,2,59,0,0.0
0.5,root_gate_control,16,10,3,59,0,0.0
0.5,root_gate_control,16,10,4,59,0,0.0
0.5,root_gate_control,16,10,5,59,0,0.0
0.5,root_gate_control,16,10,6,59,0,0.0
0.5,root_gate_control,16,10,7,59,0,0.0
0.5,root_gate_control,16,10,8,59,0,0.0
0.5,root_gate_control,16,10,9,59,0,0.0
0.5,root_gate_control,16,10,10,59,54,0.9152542372881356
0.5,root_gate_control,16,10,11,59,0,0.0
0.5,root_gate_control,16,10,12,59,0,0.0
0.5,root_gate_control,16,10,13,59,0,0.0
0.5,root_gate_control,16,10,14,59,0,0.0
0.5,root_gate_control,16,10,15,59,0,0.0
0.5,root_gate_control,16,11,0,69,0,0.0
0.5,root_gate_control,16,11,1,69,0,0.0
0.5,root_gate_control,16,11,2,69,0,0.0
0.5,root_gate_control,16,11,3,69,0,0.0
0.5,root_gate_control,16,11,4,69,0,0.0
0.5,root_gate_control,16,11,5,69,0,0.0
0.5,root_gate_control,16,11,6,69,0,0.0
0.5,root_gate_control,16,11,7,69,0,0.0
0.5,root_gate_control,16,11,8,69,0,0.0
0.5,root_gate_control,16,11,9,69,0,0.0
0.5,root_gate_control,16,11,10,69,0,0.0
0.5,root_gate_control,16,11,11,69,63,0.9130434782608695
0.5,root_gate_control,16,11,12,69,0,0.0
0.5,root_gate_control,16,11,13,69,0,0.0
0.5,root_gate_control,16,11,14,69,0,0.0
0.5,root_gate_control,16,11,15,69,0,0.0
0.5,root_gate_control,16,12,0,91,0,0.0
0.5,root_gate_control,16,12,1,91,0,0.0
0.5,root_gate_control,16,12,2,91,0,0.0
0.5,root_gate_control,16,12,3,91,0,0.0
0.5,root_gate_control,16,12,4,91,0,0.0
0.5,root_gate_control,16,12,5,91,0,0.0
0.5,root_gate_control,16,12,6,91,0,0.0
0.5,root_gate_control,16,12,7,91,0,0.0
0.5,root_gate_control,16,12,8,91,0,0.0
0.5,root_gate_control,16,12,9,91,0,0.0
0.5,root_gate_control,16,12,10,91,0,0.0
0.5,root_gate_control,16,12,11,91,0,0.0
0.5,root_gate_control,16,12,12,91,82,0.9010989010989011
0.5,root_gate_control,16,12,13,91,0,0.0
0.5,root_gate_control,16,12,14,91,0,0.0
0.5,root_gate_control,16,12,15,91,0,0.0
0.5,root_gate_control,16,13,0,77,0,0.0
0.5,root_gate_control,16,13,1,77,0,0.0
0.5,root_gate_control,16,13,2,77,0,0.0
0.5,root_gate_control,16,13,3,77,0,0.0
0.5,root_gate_control,16,13,4,77,0,0.0
0.5,root_gate_control,16,13,5,77,0,0.0
0.5,root_gate_control,16,13,6,77,0,0.0
0.5,root_gate_control,16,13,7,77,0,0.0
0.5,root_gate_control,16,13,8,77,0,0.0
0.5,root_gate_control,16,13,9,77,0,0.0
0.5,root_gate_control,16,13,10,77,0,0.0
0.5,root_gate_control,16,13,11,77,0,0.0
0.5,root_gate_control,16,13,12,77,0,0.0
0.5,root_gate_control,16,13,13,77,70,0.9090909090909091
0.5,root_gate_control,16,13,14,77,0,0.0
0.5,root_gate_control,16,13,15,77,0,0.0
0.5,root_gate_control,16,14,0,80,0,0.0
0.5,root_gate_control,16,14,1,80,0,0.0
0.5,root_gate_control,16,14,2,80,0,0.0
0.5,root_gate_control,16,14,3,80,0,0.0
0.5,root_gate_control,16,14,4,80,0,0.0
0.5,root_gate_control,16,14,5,80,0,0.0
0.5,root_gate_control,16,14,6,80,0,0.0
0.5,root_gate_control,16,14,7,80,0,0.0
0.5,root_gate_control,16,14,8,80,0,0.0
0.5,root_gate_control,16,14,9,80,0,0.0
0.5,root_gate_control,16,14,10,80,0,0.0
0.5,root_gate_control,16,14,11,80,0,0.0
0.5,root_gate_control,16,14,12,80,0,0.0
0.5,root_gate_control,16,14,13,80,0,0.0
0.5,root_gate_control,16,14,14,80,72,0.9
0.5,root_gate_control,16,14,15,80,0,0.0
0.5,root_gate_control,16,15,0,65,0,0.0
0.5,root_gate_control,16,15,1,65,0,0.0
0.5,root_gate_control,16,15,2,65,0,0.0
0.5,root_gate_control,16,15,3,65,0,0.0
0.5,root_gate_control,16,15,4,65,0,0.0
0.5,root_gate_control,16,15,5,65,0,0.0
0.5,root_gate_control,16,15,6,65,0,0.0
0.5,root_gate_control,16,15,7,65,0,0.0
0.5,root_gate_control,16,15,8,65,0,0.0
0.5,root_gate_control,16,15,9,65,0,0.0
0.5,root_gate_control,16,15,10,65,0,0.0
0.5,root_gate_control,16,15,11,65,0,0.0
0.5,root_gate_control,16,15,12,65,0,0.0
0.5,root_gate_control,16,15,13,65,0,0.0
0.5,root_gate_control,16,15,14,65,0,0.0
0.5,root_gate_control,16,15,15,65,56,0.8615384615384616
0.6,scalar,1,0,0,828,724,0.8743961352657005
0.6,severity_SR,2,0,0,300,211,0.7033333333333334
0.6,severity_SR,2,0,1,300,66,0.22
0.6,severity_SR,2,1,0,528,1,0.001893939393939394
0.6,severity_SR,2,1,1,528,446,0.8446969696969697
0.6,spatial_4,4,0,0,394,322,0.817258883248731
0.6,spatial_4,4,0,1,394,0,0.0
0.6,spatial_4,4,0,2,394,0,0.0
0.6,spatial_4,4,0,3,394,0,0.0
0.6,spatial_4,4,1,0,220,43,0.19545454545454546
0.6,spatial_4,4,1,1,220,161,0.7318181818181818
0.6,spatial_4,4,1,2,220,1,0.004545454545454545
0.6,spatial_4,4,1,3,220,0,0.0
0.6,spatial_4,4,2,0,165,0,0.0
0.6,spatial_4,4,2,1,165,32,0.19393939393939394
0.6,spatial_4,4,2,2,165,119,0.7212121212121212
0.6,spatial_4,4,2,3,165,0,0.0
0.6,spatial_4,4,3,0,49,0,0.0
0.6,spatial_4,4,3,1,49,0,0.0
0.6,spatial_4,4,3,2,49,21,0.42857142857142855
0.6,spatial_4,4,3,3,49,25,0.5102040816326531
0.6,spatial_8,8,0,0,255,189,0.7411764705882353
0.6,spatial_8,8,0,1,255,0,0.0
0.6,spatial_8,8,0,2,255,0,0.0
0.6,spatial_8,8,0,3,255,0,0.0
0.6,spatial_8,8,0,4,255,0,0.0
0.6,spatial_8,8,0,5,255,0,0.0
0.6,spatial_8,8,0,6,255,0,0.0
0.6,spatial_8,8,0,7,255,0,0.0
0.6,spatial_8,8,1,0,139,52,0.37410071942446044
0.6,spatial_8,8,1,1,139,81,0.5827338129496403
0.6,spatial_8,8,1,2,139,0,0.0
0.6,spatial_8,8,1,3,139,0,0.0
0.6,spatial_8,8,1,4,139,0,0.0
0.6,spatial_8,8,1,5,139,0,0.0
0.6,spatial_8,8,1,6,139,0,0.0
0.6,spatial_8,8,1,7,139,0,0.0
0.6,spatial_8,8,2,0,114,0,0.0
0.6,spatial_8,8,2,1,114,43,0.37719298245614036
0.6,spatial_8,8,2,2,114,62,0.543859649122807
0.6,spatial_8,8,2,3,114,0,0.0
0.6,spatial_8,8,2,4,114,0,0.0
0.6,spatial_8,8,2,5,114,0,0.0
0.6,spatial_8,8,2,6,114,0,0.0
0.6,spatial_8,8,2,7,114,0,0.0
0.6,spatial_8,8,3,0,106,0,0.0
0.6,spatial_8,8,3,1,106,0,0.0
0.6,spatial_8,8,3,2,106,38,0.3584905660377358
0.6,spatial_8,8,3,3,106,61,0.5754716981132075
0.6,spatial_8,8,3,4,106,1,0.009433962264150943
0.6,spatial_8,8,3,5,106,0,0.0
0.6,spatial_8,8,3,6,106,0,0.0
0.6,spatial_8,8,3,7,106,0,0.0
0.6,spatial_8,8,4,0,90,0,0.0
0.6,spatial_8,8,4,1,90,0,0.0
0.6,spatial_8,8,4,2,90,0,0.0
0.6,spatial_8,8,4,3,90,32,0.35555555555555557
0.6,spatial_8,8,4,4,90,50,0.5555555555555556
0.6,spatial_8,8,4,5,90,0,0.0
0.6,spatial_8,8,4,6,90,0,0.0
0.6,spatial_8,8,4,7,90,0,0.0
0.6,spatial_8,8,5,0,75,0,0.0
0.6,spatial_8,8,5,1,75,0,0.0
0.6,spatial_8,8,5,2,75,0,0.0
0.6,spatial_8,8,5,3,75,0,0.0
0.6,spatial_8,8,5,4,75,30,0.4
0.6,spatial_8,8,5,5,75,39,0.52
0.6,spatial_8,8,5,6,75,0,0.0
0.6,spatial_8,8,5,7,75,0,0.0
0.6,spatial_8,8,6,0,42,0,0.0
0.6,spatial_8,8,6,1,42,0,0.0
0.6,spatial_8,8,6,2,42,0,0.0
0.6,spatial_8,8,6,3,42,0,0.0
0.6,spatial_8,8,6,4,42,0,0.0
0.6,spatial_8,8,6,5,42,21,0.5
0.6,spatial_8,8,6,6,42,18,0.42857142857142855
0.6,spatial_8,8,6,7,42,0,0.0
0.6,spatial_8,8,7,0,7,0,0.0
0.6,spatial_8,8,7,1,7,0,0.0
0.6,spatial_8,8,7,2,7,0,0.0
0.6,spatial_8,8,7,3,7,0,0.0
0.6,spatial_8,8,7,4,7,0,0.0
0.6,spatial_8,8,7,5,7,0,0.0
0.6,spatial_8,8,7,6,7,7,1.0
0.6,spatial_8,8,7,7,7,0,0.0
0.6,spatial_16,16,0,0,177,111,0.6271186440677966
0.6,spatial_16,16,0,1,177,0,0.0
0.6,spatial_16,16,0,2,177,0,0.0
0.6,spatial_16,16,0,3,177,0,0.0
0.6,spatial_16,16,0,4,177,0,0.0
0.6,spatial_16,16,0,5,177,0,0.0
0.6,spatial_16,16,0,6,177,0,0.0
0.6,spatial_16,16,0,7,177,0,0.0
0.6,spatial_16,16,0,8,177,0,0.0
0.6,spatial_16,16,0,9,177,0,0.0
0.6,spatial_16,16,0,10,177,0,0.0
0.6,spatial_16,16,0,11,177,0,0.0
0.6,spatial_16,16,0,12,177,0,0.0
0.6,spatial_16,16,0,13,177,0,0.0
0.6,spatial_16,16,0,14,177,0,0.0
0.6,spatial_16,16,0,15,177,0,0.0
0.6,spatial_16,16,1,0,78,61,0.782051282051282
0.6,spatial_16,16,1,1,78,17,0.21794871794871795
0.6,spatial_16,16,1,2,78,0,0.0
0.6,spatial_16,16,1,3,78,0,0.0
0.6,spatial_16,16,1,4,78,0,0.0
0.6,spatial_16,16,1,5,78,0,0.0
0.6,spatial_16,16,1,6,78,0,0.0
0.6,spatial_16,16,1,7,78,0,0.0
0.6,spatial_16,16,1,8,78,0,0.0
0.6,spatial_16,16,1,9,78,0,0.0
0.6,spatial_16,16,1,10,78,0,0.0
0.6,spatial_16,16,1,11,78,0,0.0
0.6,spatial_16,16,1,12,78,0,0.0
0.6,spatial_16,16,1,13,78,0,0.0
0.6,spatial_16,16,1,14,78,0,0.0
0.6,spatial_16,16,1,15,78,0,0.0
0.6,spatial_16,16,2,0,74,0,0.0
0.6,spatial_16,16,2,1,74,52,0.7027027027027027
0.6,spatial_16,16,2,2,74,20,0.2702702702702703
0.6,spatial_16,16,2,3,74,0,0.0
0.6,spatial_16,16,2,4,74,0,0.0
0.6,spatial_16,16,2,5,74,0,0.0
0.6,spatial_16,16,2,6,74,0,0.0
0.6,spatial_16,16,2,7,74,0,0.0
0.6,spatial_16,16,2,8,74,0,0.0
0.6,spatial_16,16,2,9,74,0,0.0
0.6,spatial_16,16,2,10,74,0,0.0
0.6,spatial_16,16,2,11,74,0,0.0
0.6,spatial_16,16,2,12,74,0,0.0
0.6,spatial_16,16,2,13,74,0,0.0
0.6,spatial_16,16,2,14,74,0,0.0
0.6,spatial_16,16,2,15,74,0,0.0
0.6,spatial_16,16,3,0,65,0,0.0
0.6,spatial_16,16,3,1,65,0,0.0
0.6,spatial_16,16,3,2,65,46,0.7076923076923077
0.6,spatial_16,16,3,3,65,15,0.23076923076923078
0.6,spatial_16,16,3,4,65,0,0.0
0.6,spatial_16,16,3,5,65,0,0.0
0.6,spatial_16,16,3,6,65,0,0.0
0.6,spatial_16,16,3,7,65,0,0.0
0.6,spatial_16,16,3,8,65,0,0.0
0.6,spatial_16,16,3,9,65,0,0.0
0.6,spatial_16,16,3,10,65,0,0.0
0.6,spatial_16,16,3,11,65,0,0.0
0.6,spatial_16,16,3,12,65,0,0.0
0.6,spatial_16,16,3,13,65,0,0.0
0.6,spatial_16,16,3,14,65,0,0.0
0.6,spatial_16,16,3,15,65,0,0.0
0.6,spatial_16,16,4,0,60,0,0.0
0.6,spatial_16,16,4,1,60,0,0.0
0.6,spatial_16,16,4,2,60,0,0.0
0.6,spatial_16,16,4,3,60,43,0.7166666666666667
0.6,spatial_16,16,4,4,60,13,0.21666666666666667
0.6,spatial_16,16,4,5,60,0,0.0
0.6,spatial_16,16,4,6,60,0,0.0
0.6,spatial_16,16,4,7,60,0,0.0
0.6,spatial_16,16,4,8,60,0,0.0
0.6,spatial_16,16,4,9,60,0,0.0
0.6,spatial_16,16,4,10,60,0,0.0
0.6,spatial_16,16,4,11,60,0,0.0
0.6,spatial_16,16,4,12,60,0,0.0
0.6,spatial_16,16,4,13,60,0,0.0
0.6,spatial_16,16,4,14,60,0,0.0
0.6,spatial_16,16,4,15,60,0,0.0
0.6,spatial_16,16,5,0,54,0,0.0
0.6,spatial_16,16,5,1,54,0,0.0
0.6,spatial_16,16,5,2,54,0,0.0
0.6,spatial_16,16,5,3,54,0,0.0
0.6,spatial_16,16,5,4,54,37,0.6851851851851852
0.6,spatial_16,16,5,5,54,12,0.2222222222222222
0.6,spatial_16,16,5,6,54,0,0.0
0.6,spatial_16,16,5,7,54,0,0.0
0.6,spatial_16,16,5,8,54,0,0.0
0.6,spatial_16,16,5,9,54,0,0.0
0.6,spatial_16,16,5,10,54,0,0.0
0.6,spatial_16,16,5,11,54,0,0.0
0.6,spatial_16,16,5,12,54,0,0.0
0.6,spatial_16,16,5,13,54,0,0.0
0.6,spatial_16,16,5,14,54,0,0.0
0.6,spatial_16,16,5,15,54,0,0.0
0.6,spatial_16,16,6,0,55,0,0.0
0.6,spatial_16,16,6,1,55,0,0.0
0.6,spatial_16,16,6,2,55,0,0.0
0.6,spatial_16,16,6,3,55,0,0.0
0.6,spatial_16,16,6,4,55,0,0.0
0.6,spatial_16,16,6,5,55,38,0.6909090909090909
0.6,spatial_16,16,6,6,55,14,0.2545454545454545
0.6,spatial_16,16,6,7,55,0,0.0
0.6,spatial_16,16,6,8,55,0,0.0
0.6,spatial_16,16,6,9,55,0,0.0
0.6,spatial_16,16,6,10,55,0,0.0
0.6,spatial_16,16,6,11,55,0,0.0
0.6,spatial_16,16,6,12,55,0,0.0
0.6,spatial_16,16,6,13,55,0,0.0
0.6,spatial_16,16,6,14,55,0,0.0
0.6,spatial_16,16,6,15,55,0,0.0
0.6,spatial_16,16,7,0,51,0,0.0
0.6,spatial_16,16,7,1,51,0,0.0
0.6,spatial_16,16,7,2,51,0,0.0
0.6,spatial_16,16,7,3,51,0,0.0
0.6,spatial_16,16,7,4,51,0,0.0
0.6,spatial_16,16,7,5,51,0,0.0
0.6,spatial_16,16,7,6,51,36,0.7058823529411765
0.6,spatial_16,16,7,7,51,11,0.21568627450980393
0.6,spatial_16,16,7,8,51,1,0.0196078431372549
0.6,spatial_16,16,7,9,51,0,0.0
0.6,spatial_16,16,7,10,51,0,0.0
0.6,spatial_16,16,7,11,51,0,0.0
0.6,spatial_16,16,7,12,51,0,0.0
0.6,spatial_16,16,7,13,51,0,0.0
0.6,spatial_16,16,7,14,51,0,0.0
0.6,spatial_16,16,7,15,51,0,0.0
0.6,spatial_16,16,8,0,48,0,0.0
0.6,spatial_16,16,8,1,48,0,0.0
0.6,spatial_16,16,8,2,48,0,0.0
0.6,spatial_16,16,8,3,48,0,0.0
0.6,spatial_16,16,8,4,48,0,0.0
0.6,spatial_16,16,8,5,48,0,0.0
0.6,spatial_16,16,8,6,48,0,0.0
0.6,spatial_16,16,8,7,48,32,0.6666666666666666
0.6,spatial_16,16,8,8,48,11,0.22916666666666666
0.6,spatial_16,16,8,9,48,0,0.0
0.6,spatial_16,16,8,10,48,0,0.0
0.6,spatial_16,16,8,11,48,0,0.0
0.6,spatial_16,16,8,12,48,0,0.0
0.6,spatial_16,16,8,13,48,0,0.0
0.6,spatial_16,16,8,14,48,0,0.0
0.6,spatial_16,16,8,15,48,0,0.0
0.6,spatial_16,16,9,0,42,0,0.0
0.6,spatial_16,16,9,1,42,0,0.0
0.6,spatial_16,16,9,2,42,0,0.0
0.6,spatial_16,16,9,3,42,0,0.0
0.6,spatial_16,16,9,4,42,0,0.0
0.6,spatial_16,16,9,5,42,0,0.0
0.6,spatial_16,16,9,6,42,0,0.0
0.6,spatial_16,16,9,7,42,0,0.0
0.6,spatial_16,16,9,8,42,32,0.7619047619047619
0.6,spatial_16,16,9,9,42,7,0.16666666666666666
0.6,spatial_16,16,9,10,42,0,0.0
0.6,spatial_16,16,9,11,42,0,0.0
0.6,spatial_16,16,9,12,42,0,0.0
0.6,spatial_16,16,9,13,42,0,0.0
0.6,spatial_16,16,9,14,42,0,0.0
0.6,spatial_16,16,9,15,42,0,0.0
0.6,spatial_16,16,10,0,39,0,0.0
0.6,spatial_16,16,10,1,39,0,0.0
0.6,spatial_16,16,10,2,39,0,0.0
0.6,spatial_16,16,10,3,39,0,0.0
0.6,spatial_16,16,10,4,39,0,0.0
0.6,spatial_16,16,10,5,39,0,0.0
0.6,spatial_16,16,10,6,39,0,0.0
0.6,spatial_16,16,10,7,39,0,0.0
0.6,spatial_16,16,10,8,39,0,0.0
0.6,spatial_16,16,10,9,39,30,0.7692307692307693
0.6,spatial_16,16,10,10,39,7,0.1794871794871795
0.6,spatial_16,16,10,11,39,0,0.0
0.6,spatial_16,16,10,12,39,0,0.0
0.6,spatial_16,16,10,13,39,0,0.0
0.6,spatial_16,16,10,14,39,0,0.0
0.6,spatial_16,16,10,15,39,0,0.0
0.6,spatial_16,16,11,0,36,0,0.0
0.6,spatial_16,16,11,1,36,0,0.0
0.6,spatial_16,16,11,2,36,0,0.0
0.6,spatial_16,16,11,3,36,0,0.0
0.6,spatial_16,16,11,4,36,0,0.0
0.6,spatial_16,16,11,5,36,0,0.0
0.6,spatial_16,16,11,6,36,0,0.0
0.6,spatial_16,16,11,7,36,0,0.0
0.6,spatial_16,16,11,8,36,0,0.0
0.6,spatial_16,16,11,9,36,0,0.0
0.6,spatial_16,16,11,10,36,26,0.7222222222222222
0.6,spatial_16,16,11,11,36,6,0.16666666666666666
0.6,spatial_16,16,11,12,36,0,0.0
0.6,spatial_16,16,11,13,36,0,0.0
0.6,spatial_16,16,11,14,36,0,0.0
0.6,spatial_16,16,11,15,36,0,0.0
0.6,spatial_16,16,12,0,24,0,0.0
0.6,spatial_16,16,12,1,24,0,0.0
0.6,spatial_16,16,12,2,24,0,0.0
0.6,spatial_16,16,12,3,24,0,0.0
0.6,spatial_16,16,12,4,24,0,0.0
0.6,spatial_16,16,12,5,24,0,0.0
0.6,spatial_16,16,12,6,24,0,0.0
0.6,spatial_16,16,12,7,24,0,0.0
0.6,spatial_16,16,12,8,24,0,0.0
0.6,spatial_16,16,12,9,24,0,0.0
0.6,spatial_16,16,12,10,24,0,0.0
0.6,spatial_16,16,12,11,24,21,0.875
0.6,spatial_16,16,12,12,24,2,0.08333333333333333
0.6,spatial_16,16,12,13,24,0,0.0
0.6,spatial_16,16,12,14,24,0,0.0
0.6,spatial_16,16,12,15,24,0,0.0
0.6,spatial_16,16,13,0,18,0,0.0
0.6,spatial_16,16,13,1,18,0,0.0
0.6,spatial_16,16,13,2,18,0,0.0
0.6,spatial_16,16,13,3,18,0,0.0
0.6,spatial_16,16,13,4,18,0,0.0
0.6,spatial_16,16,13,5,18,0,0.0
0.6,spatial_16,16,13,6,18,0,0.0
0.6,spatial_16,16,13,7,18,0,0.0
